userid,username,booktag
10068,卡肉,"['安·兰德', '哲学', '小说', '阿特拉斯耸耸肩', '个人主义', '美国', '外国文学', '经典','推理', '紫金陈', '推理小说', '悬疑', '国产推理', '中国', '小说', '侦探推理','理财', '富爸爸，穷爸爸', '投资', '经济', '财商', '励志', '管理', '财富','harrypotter', '小说', '英国', '英文原版', '魔幻', 'J.K.罗琳', 'J.K.Rowling', '英文','健身', '女性', '运动健身', '肌肉分解图', '减肥', '科学', '解剖', '生活']"
10070,呀依呀呦,"['亦舒', '小说', '一点旧一点新', '香港', '爱情', '师太', '言情', '师太。寂寂阳光花落落，人淡如菊。','安妮宝贝', '清醒纪', '随笔', '散文', '安妮', '小说', '中国', '文学']"
10071,不爱下雨天15,"['岛田庄司', '推理', '日本', '御手洗洁', '日系推理', '推理小说', '小说', '午夜文库','漫画', '布浦翼', '治愈系', '日本', '可爱的故事，看着看着就笑出来了，呵呵', '日本漫画', '可爱', '动物']"
10072,杨柳,"['阿兰·德波顿', '哲学', '身份的焦虑', '心理学', '随笔', '英国', '外国文学', '自省']"
10074,特立独行的猪,"['王小波', '书信集', '爱情', '李银河', '中国文学', '爱你就像爱生命', '随笔', '书信','桐华', '青春', '成长', '那些回不去的年少时光', '校园', '回忆', '小说', '青春文学']"
10075,远椿,"['植物', '蕨类植物', '秦仁昌', '蕨类', '自然', '图鉴', '绘本', '花草','A.J.Alex', '一言堂', '小说', 'ONE&A.J.ALEX', '获奖文学', '长篇', '读书', '文学','人类学', '科普', '社会学', '戴蒙德', '历史', '人类/社会学/人文/', '科普、历史、戴蒙德', '生物學']"
10076,一杯热奶茶等待,"['穿越', '醉玲珑', '言情', '十四夜', '小说', '架空', '网络小说', '爱情','老舍', '文学', '经典', '散文', '好书，值得一读老舍小说、散文、随笔、', '好书，值得一读', '我想读这本书', '小说','科普', '绘本', '儿童读物', '立体', '童书', '神秘日志', '真是纸质书籍的逆天之作。。。', '新世界','儿童文学', '童年', '中国现当代文学', '讲故事', '纯真', '童年回忆', '成长', '少年宝物','顾漫', '言情', '小说', '网游', '青春', '爱情', '温馨', '大神','桃子夏', '花火', '薄雪草少年', '青春文学', '文学、青春、魅丽', '魅丽文化', '小说', '青春，言情，桃子夏','文艺风象', '落落', '「文艺风象」', '杂志', '治愈', '文艺', '♥', '陈柏霖','历史', '欧洲史', '一战', '历史与记忆', '世界历史', '巴巴拉·W.塔奇曼', '芭芭拉·塔奇曼', '美国','波普尔', '哲学', '自由主义', '社会学', '政治哲学', '政治学', '社会思想', '政治','晴空蓝兮', '言情', '良辰讵可待', '小说', '现代都市', '爱情', '晋江', '网络小说']"
10077,总没理小姐,"['樱庭一树', '日本', '日本文学', '直木奖', '小说', '推理', '我的男人', '推理小说','小说', '美国文学', '文学', '外国文学', '戴维·伽特森', '美国', '悬疑', '轻小说','推理', '东尼·席勒曼', '欧美推理', '悬疑', '小说', '美国', '午夜文库', '外国文学']"
10078,有灵魂的烧卖,"['安吉拉·卡特', '小说', '英国', '英国文学', '外国文学', '哥特', '童话', '文学']"
10079,大头鱼,"['运维', 'SRE', 'google', '计算机', '服务器', '分布式', '架构', '管理','科幻', '弗诺・文奇', '太空歌剧', '科幻小说', '小说', '弗诺·文奇', '美国', '世界科幻大师丛书','思维', '心理学', '社会学', '哲学', 'Taleb', '英文原版', '美国', '现代性','心理学', '认知', '非虚构类', '自闭症', 'AAAAAAAAA', '非中', '教育', '优先2','葫芦娃大战变形金刚', '后现代超现实主义东方魔幻著作', '奇书', '漫画', '神作', '小人书', '敢再牛逼点么，不敢！', '强大的书名','Visualization', '商业','DDD', '领域驱动设计', '软件工程', '软件开发', '方法论', '计算机', 'Programming', 'design','分布式', '架构', '计算机', 'Programming', ""O'Reilly"", '计算机科学', 'IT', 'FYF','贝叶斯', '数学', '统计', '数据分析', '科普', 'Python', '统计学', '计算机','隋唐史', '安禄山', '唐史', '历史', '日本汉学', '传记', '海外中国研究', '藤善真澄']"
10080,张小美,"['艺术', '绘画', '赏析', '美术', '文艺', '如何看一幅画就很好看呢，期待呀', '法国', '中信出版社','回忆录', '喀什', '西域', '外交官', '中亚', '旅行', '英国', '历史']"
10081,雅小苏,"['水彩', '绘画', '水彩入门', '艺术', '绘画基础', '基础', '技法', '美术','心理学', '抑郁症', '心理', '心灵杀毒2.0：弗洛伊德的拼图', '通俗心理学-自助', '自助', '沟通', '文学历史学哲学心理学','美学', '朱良志', '艺术', '中国美学', '传统文化', '文化', '中国', '中国现当代散文随笔','安妮宝贝', '莲花', '小说', '墨脱', '行走', '西藏', '文学', '安妮']"
10082,梨小朋友,"['张德芬', '灵修', '舍得让你爱的人受苦', '心理学', '心灵', '成长', '修行', '身心灵','塞林格', '小说', '美国', '九故事', 'J.D.塞林格', '外国文学', '美国文学', '短篇小说']"
10083,丫头的减脂生活,"['留学', '中国', '海外留学', '【留学考试','奇幻', '炼金术士', '外国文学', '西班牙', '小说', '圣殿骑士', '格林波', '文学']"
10084,Claire,"['法律', '美国', '外国文学', 'law', 'JD', '记实', '法学', '外国','小说', '时间旅行', '爱情', '英文小說', '英文原版', '外国文学', '英文', '科幻','nan','科普', '物理学', '物理', '哲学', '科学', '思维方法', '自然科学', '思维','科普', '生物学', '生命', '生物', '刘易斯·托马斯', '医学', '刘易斯托马斯', '科学','文晸赫', '恋爱的发现', 'shinhwa', '想读', '韩剧', '韩夏天', '小说', '大赫赫','二战', '战争', '美国', '历史', '纪实', '回忆录', '兄弟连', '美国文学']"
10085,平常心,"['日本', '文化', '社会学', '人类学', '历史', '菊与刀', '日本文化', '美国','松本清张', '推理', '日本', '推理小说', '小说', '日本推理', '日本文学', '社会派','巴金', '随想录', '文革', '回忆录', '随笔', '中国文学', '历史', '散文','鲁迅', '小说', '中国文学', '经典', '中国', '阿Q正传', '现代文学', '文学','传记', '商业', '零售', '美国', '沃尔玛创始人', '管理', '商业、管理', '好书，值得一读','毛姆', '文学评论', '英国文学', '英国', '文学', '外国文学', '随笔', '*上海译文出版社*','心理学', '思维', '问题解决', '方法', '心理', '逻辑层次', '方法论', '哲学','网页设计', '色彩', '设计', 'design', '设计师谈网页色彩与风格', '网页风格', '网页色彩', 'Web']"
10086,杂芜-,"['历史', '霍布斯鲍姆', '霍布斯鲍姆年代四部曲', '世界史', '年代四部曲', '艾瑞克•霍布斯鲍姆', '现代世界史', '政治学、人类学与社会科学','墓志', '隋唐史', '目录学', '金石', '隋唐五代', '隋唐', '考古', '東國漢學','汪曾祺', '好书，值得一读', '跟汪老一起享受生活吧', '美食', '散文', '文学', '我想读这本书', '想读，一定很精彩！','历史', '苏联', '沈志华', '苏联历史', '政治', '专题研究', '政治学', '苏俄','余英时', '思想史', '历史', '知识分子', '文化', '思想', '海外中国研究', '新儒学','人类学', '历史', '社会学', '社会学/人类学', '文化', '2016', '國家與族裔', '海外中国研究']"
10087,如果墙会说话,"['这么远那么近', '好书，值得一读', '成长', '坚强', '自我成长', '一个人流浪，不必去远方', '温暖', '好书，值得一读。','毕淑敏', '生命', '死亡', '好书，值得一读', '随笔', '正能量', '情感', '珍惜当下','小说', '蒋话', '悬疑', '温情', 'one', '中国', '中国文学', '杀手','顾城', '诗歌', '中国文学', '诗', '文学', '诗集', '中国', '顾城的诗']"
10088,ina,"['建筑', '建筑理论', '肯尼斯•弗兰姆普敦', '建筑史', '现代建筑', '理论', '文化', '三联书店','菲茨杰拉德', '小说', '了不起的盖茨比', '美国', '外国文学', '美国文学', '梦想', '原版','吴清源', '传记', '围棋', '回忆录', '日本', '文化', '2017', '后浪','阿耐', '商战', '小说', '职场', '商业小说', '不得往生', '商业', '晋江','传记', '史蒂夫·乔布斯', '人物传记', '苹果', '商业', '乔布斯', '美国', '经典','陈丹青', '访谈', '随笔', '艺术', '理想国', '文化', '人文', '中国','白岩松', '随笔', '传记', '回忆录', '新闻人', '杂文随笔', '中国最有良心的新闻人', '新闻','寺山修司', '怪奇', '日本', '好奇心', '日本文学', '杂集类', '随笔', '电影']"
10090,不高兴的两道杠,"['旅行', '迟到的间隔年', '游记', '间隔年', '人生', '感悟', '美好的故事', '爱情']"
10091,躲进世界的角落,"['张爱玲', '小说', '怨女', '中国文学', '中国', '張愛玲', '文学', '经典','旅行', '猫力', '身未动，心已远。', '无国界壮游', '猫力乱步', '旅游', '随笔', '生活','亦舒', '小说', '言情', '香港', '师太', '爱情', '文学', '掰']"
10092,Victoria_,"['nan','英文原版', '飘', '外国文学', '英文版', '小说', '经典', '名著', '原著','不一样的视角', '小说', '我想读这本书', '想读，一定很精彩！', '外国文学', '人类', '英国', '外星人','传记', '英国', '维多利亚', '历史', '人物传记', '外国文学', '斯特雷奇', '英国文学','女性', '上海', '传记', '女性读物', '消遣', '大俗人看傻大书', '历史', '醉清风','陈平原', '大学', '教育', '文化', '思想', '随笔', '社会', '文学']"
10093,S_umer,"['绘本', '梦枕貘', '日本', '绘本&漫画', '山村浩二', '后浪', '童书', '童话','历史', '孔飞力', '海外中国研究', '社会学', '清朝', '中国历史', '社会史', '中国','励志', '成长', '思考', '我想读这本书', '成长，努力，去做', '青春', '更好的自己', '生活','中国文学', '文学', '教育', '中国', '文化', '经典', '随笔', '历史']"
10094,Mr.Michael,"['金融', '思维', '经济', 'randomness', '投资', '思维工具', 'finance', 'economics','投资', '心理学', '金融', '经济学', '思维', '方法论', '商业', '数学','战略', '管理', '商业', '战略管理', '思维', '方法论', '理查德·鲁梅尔特', '经管','创业', '我想读这本书', '成长', '好书，值得一读', '事业', '励志', '很精辟有趣的一本书！~', '学习']"
10095,Stella,"['约翰·伯格', '小说', '我们在此相遇', '英国', '外国文学', '英国文学', '文学', 'JohnBerger','设计', '蒋友柏', '台湾', '设计思维', '蔣道設計', '艺术', '管理', '台灣','穿搭', '时尚', '狗教直男穿衣服', '男人装', '柴犬', '个人管理', '生活', '日本','阿瑟·米勒', '戏剧', '美国', '剧本', '外国文学', '美国文学', 'ArthurMiller', '都是我的儿子','毛姆', '随笔', '英国文学', '文学', '英国', '外国文学', '萨默塞特·毛姆', '写作','蒋友柏', '台湾', '传记', '人物', '设计', '台灣', '中国文学', '装帧很喜欢！','詹姆斯•瑟伯', '童话', '美国文学', '美国', '13只钟', '外国文学', '儿童文学', '文学','科普', '李淼', '物理', '科学人文', '自我探索', '人文', '科学', '科普之美','自由主义', '哲学', '以赛亚·伯林', '政治哲学', '伯林', '政治学', '政治', '自由及其背叛']"
10096,逃避账号,"['悬疑', '克莱尔·麦克福尔', '小说', '暗黑', '英国', '摆渡人作者新作', '惊悚', '好书，值得一读','谷崎润一郎', '日本文学', '日本', '小说', '痴人之爱', '虐恋', '谷崎潤一郎', '文学']"
10097,(*￣rǒ￣),"['刺绣', '手工', '生活', 'DIY', '手作', '日本', '教程', '日本手作','法医秦明', '法医', '悬疑', '推理', '小说', '刑侦推理', '中国', '尸语者','手工', '十字绣', '青木和子', '日本', '刺绣', '生活', '手作', 'DIY','深夜食堂', '漫画', '日本', '美食', '安倍夜郎', '绘本', '饮食', '日本漫画']"
10098,亲爱的,"['音乐', '古典音乐', '日本', '艺术', '2017', '饭尾洋一', '后浪', '***后浪***','绘本', '涂色书', '减压', '艺术', '绘画', '儿童绘本', '感觉还是不错的', '陈志勇','藤泽周平', '日本', '小说', '日本文学', '黄昏清兵卫', '短篇', '李长声', '外国文学','橡皮章', '手工', '日本', '手作', '工具书', '津久井智子', '戳', '生活','美容', '护肤', '女性', '美容护肤', '养生', '日本', '美容·化妆·服饰', '保养']"
10099,秋艳,"['励志', '成长', '奋斗', '谁的青春不迷茫', '李纯', '社会学', '差距', '人生道路','渡边淳一', '日本', '心理', '男人这东西', '男性', '心理学', '日本文学', '男性成长']"
10101,三鲜,"['亲情', '家庭', '尽孝', '人生', '日本', '温暖', '生活', '尽孝执行委员会','自然', '科普', '博物', '自然教育', '自然科学', '植物', '生活', '博物学','张佳玮', '美食', '随笔', '饮食', '張公子', '文艺', '饮食男女性情中人', '中国','毛姆', '小说', '英国文学', '外国文学', '英国', '人生', '人生枷锁', '文学']"
10102,LilyLing07,"['哲学', '罗素', '西方哲学', '西方哲学史', '经典', '哲学史', '历史', '经典通读','二战', '普里莫·莱维', '幸存者文学', '外国文学', '历史', '文学', '意大利', '传记','最强大脑', '记忆', '我想读这本书', '训练', '大脑', '好书，值得一读', '想读，一定很精彩！', '学习','叔本华', '哲学', '意志與表象的世界', '叔本華', '【哲学】', '西方哲学', '外国文学', '书籍']"
